,method,topic,covariate,covariate.value,estimate,std.error,ci.level,ci.lower,ci.upper,label
17,pointestimate,1,label,13,0.050788379,0.002587456,0.95,0.045874827,0.055909007,Topic 1(Covariate Level: 1)
18,pointestimate,1,label,14,0.051417432,0.002698477,0.95,0.046238742,0.056682927,Topic 1(Covariate Level: 1)
19,pointestimate,1,label,15,0.052046484,0.002841375,0.95,0.04653452,0.05747425,Topic 1(Covariate Level: 1)
20,pointestimate,1,label,17,0.05330459,0.003204845,0.95,0.047058978,0.059530018,Topic 1(Covariate Level: 1)
21,pointestimate,1,label,18,0.053933643,0.003417165,0.95,0.047263131,0.060613463,Topic 1(Covariate Level: 1)
22,pointestimate,1,label,19,0.054562695,0.003645242,0.95,0.047418751,0.061696227,Topic 1(Covariate Level: 1)
23,pointestimate,1,label,20,0.055191748,0.003886302,0.95,0.04758319,0.06281568,Topic 1(Covariate Level: 1)
24,pointestimate,1,label,21,0.055820801,0.004138077,0.95,0.047697705,0.063888293,Topic 1(Covariate Level: 1)
25,pointestimate,2,label,1,0.035841461,0.004052935,0.95,0.027823631,0.043880991,Topic 2(Covariate Level: 1)
26,pointestimate,2,label,2,0.037637325,0.00380931,0.95,0.030110932,0.045212301,Topic 2(Covariate Level: 1)
27,pointestimate,2,label,8,0.048412511,0.002719011,0.95,0.0431282,0.053802235,Topic 2(Covariate Level: 1)
28,pointestimate,2,label,16,0.062779424,0.003093345,0.95,0.057003365,0.068905122,Topic 2(Covariate Level: 1)
29,pointestimate,2,label,3,0.039433189,0.00357823,0.95,0.032362138,0.046551491,Topic 2(Covariate Level: 1)
30,pointestimate,2,label,9,0.050208375,0.002633601,0.95,0.045119577,0.055479023,Topic 2(Covariate Level: 1)
31,pointestimate,2,label,4,0.041229054,0.003362282,0.95,0.034592899,0.047899518,Topic 2(Covariate Level: 1)
32,pointestimate,2,label,5,0.043024918,0.003164565,0.95,0.036832387,0.049272975,Topic 2(Covariate Level: 1)
33,pointestimate,2,label,6,0.044820782,0.0029887,0.95,0.039008412,0.050706327,Topic 2(Covariate Level: 1)
34,pointestimate,2,label,23,0.075350474,0.004733881,0.95,0.066601626,0.084905314,Topic 2(Covariate Level: 1)
35,pointestimate,2,label,7,0.046616646,0.002838752,0.95,0.041086328,0.052203924,Topic 2(Covariate Level: 1)
36,pointestimate,2,label,22,0.07355461,0.00446657,0.95,0.065359248,0.082523292,Topic 2(Covariate Level: 1)
37,pointestimate,2,label,24,0.077146338,0.005007728,0.95,0.067905677,0.087237277,Topic 2(Covariate Level: 1)
38,pointestimate,2,label,10,0.052004239,0.002585926,0.95,0.047093582,0.057228652,Topic 2(Covariate Level: 1)
39,pointestimate,2,label,11,0.053800103,0.00257808,0.95,0.048883568,0.059108865,Topic 2(Covariate Level: 1)
40,pointestimate,2,label,12,0.055595967,0.002610422,0.95,0.05065671,0.06084084,Topic 2(Covariate Level: 1)
41,pointestimate,2,label,13,0.057391832,0.002681499,0.95,0.052333024,0.062694767,Topic 2(Covariate Level: 1)
42,pointestimate,2,label,14,0.059187696,0.00278835,0.95,0.053865364,0.06469783,Topic 2(Covariate Level: 1)
43,pointestimate,2,label,15,0.06098356,0.00292706,0.95,0.05540877,0.066870815,Topic 2(Covariate Level: 1)
44,pointestimate,2,label,17,0.064575289,0.003283019,0.95,0.058420899,0.071099444,Topic 2(Covariate Level: 1)
45,pointestimate,2,label,18,0.066371153,0.003492273,0.95,0.059882068,0.073283155,Topic 2(Covariate Level: 1)
46,pointestimate,2,label,19,0.068167017,0.003717803,0.95,0.061231233,0.075549298,Topic 2(Covariate Level: 1)
47,pointestimate,2,label,20,0.069962881,0.003956825,0.95,0.062732097,0.077771888,Topic 2(Covariate Level: 1)
48,pointestimate,2,label,21,0.071758745,0.004207041,0.95,0.06404895,0.080127861,Topic 2(Covariate Level: 1)
49,pointestimate,3,label,1,0.042514059,0.003425539,0.95,0.035866829,0.049280579,Topic 3(Covariate Level: 1)
50,pointestimate,3,label,2,0.043495938,0.003218094,0.95,0.03723188,0.049894042,Topic 3(Covariate Level: 1)
51,pointestimate,3,label,8,0.049387211,0.002258229,0.95,0.044928197,0.053821395,Topic 3(Covariate Level: 1)
52,pointestimate,3,label,16,0.057242242,0.00247477,0.95,0.052505804,0.062164501,Topic 3(Covariate Level: 1)
53,pointestimate,3,label,3,0.044477816,0.003020165,0.95,0.038507332,0.050451156,Topic 3(Covariate Level: 1)
54,pointestimate,3,label,9,0.05036909,0.002173846,0.95,0.046121984,0.0546889,Topic 3(Covariate Level: 1)
55,pointestimate,3,label,4,0.045459695,0.002833747,0.95,0.039830289,0.051175489,Topic 3(Covariate Level: 1)
56,pointestimate,3,label,5,0.046441574,0.00266126,0.95,0.041155615,0.051784357,Topic 3(Covariate Level: 1)
57,pointestimate,3,label,6,0.047423453,0.002505583,0.95,0.042477242,0.052339647,Topic 3(Covariate Level: 1)
58,pointestimate,3,label,23,0.064115394,0.00381481,0.95,0.056876662,0.071874632,Topic 3(Covariate Level: 1)
59,pointestimate,3,label,7,0.048405332,0.00237003,0.95,0.043701127,0.053058308,Topic 3(Covariate Level: 1)
60,pointestimate,3,label,22,0.063133515,0.003594212,0.95,0.056295443,0.070378288,Topic 3(Covariate Level: 1)
61,pointestimate,3,label,24,0.065097273,0.004041119,0.95,0.057446633,0.073292335,Topic 3(Covariate Level: 1)
62,pointestimate,3,label,10,0.051350969,0.002120159,0.95,0.047278262,0.055564143,Topic 3(Covariate Level: 1)
63,pointestimate,3,label,11,0.052332847,0.002099524,0.95,0.048337827,0.05653223,Topic 3(Covariate Level: 1)
64,pointestimate,3,label,12,0.053314726,0.002112909,0.95,0.049269205,0.0575911,Topic 3(Covariate Level: 1)
65,pointestimate,3,label,13,0.054296605,0.002159682,0.95,0.050219258,0.058611392,Topic 3(Covariate Level: 1)
66,pointestimate,3,label,14,0.055278484,0.002237749,0.95,0.051107531,0.05962335,Topic 3(Covariate Level: 1)
67,pointestimate,3,label,15,0.056260363,0.002343987,0.95,0.051863022,0.060845589,Topic 3(Covariate Level: 1)
68,pointestimate,3,label,17,0.058224121,0.002626434,0.95,0.053095654,0.063478503,Topic 3(Covariate Level: 1)
69,pointestimate,3,label,18,0.059205999,0.002795583,0.95,0.053759679,0.064874998,Topic 3(Covariate Level: 1)
70,pointestimate,3,label,19,0.060187878,0.002979239,0.95,0.054406656,0.066106644,Topic 3(Covariate Level: 1)
71,pointestimate,3,label,20,0.061169757,0.003174887,0.95,0.055108675,0.067451987,Topic 3(Covariate Level: 1)
72,pointestimate,3,label,21,0.062151636,0.003380445,0.95,0.055731009,0.06887591,Topic 3(Covariate Level: 1)
73,pointestimate,4,label,1,0.025181007,0.004488584,0.95,0.016323875,0.034226889,Topic 4(Covariate Level: 1)
74,pointestimate,4,label,2,0.0283529,0.004201988,0.95,0.020064139,0.036785126,Topic 4(Covariate Level: 1)
75,pointestimate,4,label,8,0.047384262,0.002911004,0.95,0.041704994,0.052932748,Topic 4(Covariate Level: 1)
76,pointestimate,4,label,16,0.072759412,0.003404974,0.95,0.065708903,0.079294167,Topic 4(Covariate Level: 1)
77,pointestimate,4,label,3,0.031524794,0.003929423,0.95,0.023871995,0.039283038,Topic 4(Covariate Level: 1)
78,pointestimate,4,label,9,0.050556156,0.002811354,0.95,0.045095323,0.055891923,Topic 4(Covariate Level: 1)
79,pointestimate,4,label,4,0.034696688,0.003674015,0.95,0.027622237,0.041845316,Topic 4(Covariate Level: 1)
80,pointestimate,4,label,5,0.037868581,0.003439586,0.95,0.031205311,0.044513066,Topic 4(Covariate Level: 1)
81,pointestimate,4,label,6,0.041040475,0.003230707,0.95,0.034801868,0.047305821,Topic 4(Covariate Level: 1)
82,pointestimate,4,label,23,0.094962668,0.005359767,0.95,0.08438451,0.105055707,Topic 4(Covariate Level: 1)
83,pointestimate,4,label,7,0.044212369,0.003052627,0.95,0.03822362,0.050066868,Topic 4(Covariate Level: 1)
84,pointestimate,4,label,22,0.091790774,0.005045439,0.95,0.081794014,0.101275354,Topic 4(Covariate Level: 1)
85,pointestimate,4,label,24,0.098134561,0.005680855,0.95,0.086960539,0.108717376,Topic 4(Covariate Level: 1)
86,pointestimate,4,label,10,0.05372805,0.002758229,0.95,0.048267773,0.058963384,Topic 4(Covariate Level: 1)
87,pointestimate,4,label,11,0.056899943,0.002754322,0.95,0.051364696,0.062141766,Topic 4(Covariate Level: 1)
88,pointestimate,4,label,12,0.060071837,0.002799839,0.95,0.054422557,0.06540264,Topic 4(Covariate Level: 1)
89,pointestimate,4,label,13,0.063243731,0.002892449,0.95,0.057160525,0.068750866,Topic 4(Covariate Level: 1)
90,pointestimate,4,label,14,0.066415624,0.003027833,0.95,0.060104537,0.072150049,Topic 4(Covariate Level: 1)
91,pointestimate,4,label,15,0.069587518,0.003200568,0.95,0.062850461,0.075658324,Topic 4(Covariate Level: 1)
92,pointestimate,4,label,17,0.075931306,0.003635713,0.95,0.068415674,0.082888349,Topic 4(Covariate Level: 1)
93,pointestimate,4,label,18,0.079103199,0.003888099,0.95,0.071159132,0.086593079,Topic 4(Covariate Level: 1)
94,pointestimate,4,label,19,0.082275093,0.004158194,0.95,0.073836472,0.09021194,Topic 4(Covariate Level: 1)
95,pointestimate,4,label,20,0.085446987,0.004442768,0.95,0.076608028,0.093978014,Topic 4(Covariate Level: 1)
96,pointestimate,4,label,21,0.08861888,0.004739213,0.95,0.079273315,0.097531661,Topic 4(Covariate Level: 1)
97,pointestimate,5,label,1,-0.021534283,0.004140127,0.95,-0.029585197,-0.013336358,Topic 5(Covariate Level: 1)
98,pointestimate,5,label,2,-0.013067242,0.00383076,0.95,-0.020481329,-0.005457691,Topic 5(Covariate Level: 1)
99,pointestimate,5,label,8,0.037735003,0.002664396,0.95,0.032719093,0.043128096,Topic 5(Covariate Level: 1)
100,pointestimate,5,label,16,0.10547133,0.004031262,0.95,0.097729816,0.113332781,Topic 5(Covariate Level: 1)
101,pointestimate,5,label,3,-0.004600201,0.003542964,0.95,-0.011473846,0.002666478,Topic 5(Covariate Level: 1)
102,pointestimate,5,label,9,0.046202044,0.002653244,0.95,0.041360755,0.051464841,Topic 5(Covariate Level: 1)
103,pointestimate,5,label,4,0.00386684,0.003282418,0.95,-0.002385386,0.010542045,Topic 5(Covariate Level: 1)
104,pointestimate,5,label,5,0.012333881,0.0030561,0.95,0.006596571,0.018419714,Topic 5(Covariate Level: 1)
105,pointestimate,5,label,6,0.020800922,0.002872112,0.95,0.015346455,0.026455862,Topic 5(Covariate Level: 1)
106,pointestimate,5,label,23,0.164740617,0.006504524,0.95,0.152324493,0.177569406,Topic 5(Covariate Level: 1)
107,pointestimate,5,label,7,0.029267962,0.002738999,0.95,0.024041242,0.034744141,Topic 5(Covariate Level: 1)
108,pointestimate,5,label,22,0.156273576,0.006128204,0.95,0.144546426,0.168346617,Topic 5(Covariate Level: 1)
109,pointestimate,5,label,24,0.173207657,0.006885244,0.95,0.160086673,0.186924246,Topic 5(Covariate Level: 1)
110,pointestimate,5,label,10,0.054669085,0.002706326,0.95,0.049714796,0.060146511,Topic 5(Covariate Level: 1)
111,pointestimate,5,label,11,0.063136126,0.002820018,0.95,0.057805603,0.068737355,Topic 5(Covariate Level: 1)
112,pointestimate,5,label,12,0.071603167,0.002987409,0.95,0.066092188,0.077505942,Topic 5(Covariate Level: 1)
113,pointestimate,5,label,13,0.080070208,0.003200081,0.95,0.074084836,0.08626346,Topic 5(Covariate Level: 1)
114,pointestimate,5,label,14,0.088537249,0.003449672,0.95,0.081865716,0.095255977,Topic 5(Covariate Level: 1)
115,pointestimate,5,label,15,0.09700429,0.003728774,0.95,0.089821546,0.104346574,Topic 5(Covariate Level: 1)
116,pointestimate,5,label,17,0.113938371,0.004352264,0.95,0.105720317,0.122437879,Topic 5(Covariate Level: 1)
117,pointestimate,5,label,18,0.122405412,0.004687977,0.95,0.113450432,0.131505941,Topic 5(Covariate Level: 1)
118,pointestimate,5,label,19,0.130872453,0.00503546,0.95,0.12139451,0.140736965,Topic 5(Covariate Level: 1)
119,pointestimate,5,label,20,0.139339494,0.005392439,0.95,0.129184176,0.149951232,Topic 5(Covariate Level: 1)
120,pointestimate,5,label,21,0.147806535,0.005757147,0.95,0.136834982,0.159183932,Topic 5(Covariate Level: 1)
121,pointestimate,6,label,1,0.033240805,0.004558482,0.95,0.024327226,0.042115889,Topic 6(Covariate Level: 1)
122,pointestimate,6,label,2,0.035693121,0.004270331,0.95,0.027329552,0.044113759,Topic 6(Covariate Level: 1)
123,pointestimate,6,label,8,0.050407014,0.003028494,0.95,0.044538365,0.056519379,Topic 6(Covariate Level: 1)
124,pointestimate,6,label,16,0.070025538,0.00369059,0.95,0.062981541,0.077401201,Topic 6(Covariate Level: 1)
125,pointestimate,6,label,3,0.038145436,0.003998368,0.95,0.030303325,0.045925453,Topic 6(Covariate Level: 1)
126,pointestimate,6,label,9,0.052859329,0.002948642,0.95,0.047160837,0.058784523,Topic 6(Covariate Level: 1)
127,pointestimate,6,label,4,0.040597752,0.00374612,0.95,0.033239485,0.047929292,Topic 6(Covariate Level: 1)
128,pointestimate,6,label,5,0.043050067,0.00351783,0.95,0.036216162,0.049783907,Topic 6(Covariate Level: 1)
129,pointestimate,6,label,6,0.045502383,0.003318448,0.95,0.039031538,0.051953863,Topic 6(Covariate Level: 1)
130,pointestimate,6,label,23,0.087191746,0.005745748,0.95,0.076565691,0.098377128,Topic 6(Covariate Level: 1)
131,pointestimate,6,label,7,0.047954698,0.00315346,0.95,0.041797088,0.05417624,Topic 6(Covariate Level: 1)
132,pointestimate,6,label,22,0.084739431,0.005418249,0.95,0.074651638,0.095317415,Topic 6(Covariate Level: 1)
133,pointestimate,6,label,24,0.089644061,0.006079891,0.95,0.078241813,0.101503051,Topic 6(Covariate Level: 1)
134,pointestimate,6,label,10,0.055311645,0.002917611,0.95,0.049666436,0.061125753,Topic 6(Covariate Level: 1)
135,pointestimate,6,label,11,0.05776396,0.002936948,0.95,0.052260571,0.063690627,Topic 6(Covariate Level: 1)
136,pointestimate,6,label,12,0.060216276,0.003005682,0.95,0.054514873,0.066229831,Topic 6(Covariate Level: 1)
137,pointestimate,6,label,13,0.062668591,0.00312055,0.95,0.056737069,0.068916586,Topic 6(Covariate Level: 1)
138,pointestimate,6,label,14,0.065120907,0.003276704,0.95,0.058920525,0.071680764,Topic 6(Covariate Level: 1)
139,pointestimate,6,label,15,0.067573222,0.003468573,0.95,0.060924382,0.074532708,Topic 6(Covariate Level: 1)
140,pointestimate,6,label,17,0.072477853,0.003937659,0.95,0.065027422,0.080259795,Topic 6(Covariate Level: 1)
141,pointestimate,6,label,18,0.074930169,0.004205368,0.95,0.066923785,0.083126058,Topic 6(Covariate Level: 1)
142,pointestimate,6,label,19,0.077382484,0.004490024,0.95,0.068911872,0.086110302,Topic 6(Covariate Level: 1)
143,pointestimate,6,label,20,0.0798348,0.004788609,0.95,0.070860216,0.089183695,Topic 6(Covariate Level: 1)
144,pointestimate,6,label,21,0.082287115,0.005098674,0.95,0.072777412,0.092243982,Topic 6(Covariate Level: 1)
145,pointestimate,7,label,1,0.036239151,0.003528843,0.95,0.029294789,0.04310368,Topic 7(Covariate Level: 1)
146,pointestimate,7,label,2,0.037115647,0.003296597,0.95,0.030551046,0.043512903,Topic 7(Covariate Level: 1)
147,pointestimate,7,label,8,0.042374623,0.002230678,0.95,0.038092453,0.046783742,Topic 7(Covariate Level: 1)
148,pointestimate,7,label,16,0.049386591,0.002602366,0.95,0.044216648,0.054609881,Topic 7(Covariate Level: 1)
149,pointestimate,7,label,3,0.037992143,0.003074854,0.95,0.031849568,0.04394717,Topic 7(Covariate Level: 1)
150,pointestimate,7,label,9,0.043251119,0.002144115,0.95,0.039139085,0.047553126,Topic 7(Covariate Level: 1)
151,pointestimate,7,label,4,0.038868639,0.002866052,0.95,0.033079743,0.044359392,Topic 7(Covariate Level: 1)
152,pointestimate,7,label,5,0.039745135,0.002673226,0.95,0.034409399,0.044801629,Topic 7(Covariate Level: 1)
153,pointestimate,7,label,6,0.040621631,0.002500076,0.95,0.035661539,0.045404817,Topic 7(Covariate Level: 1)
154,pointestimate,7,label,23,0.055522063,0.004170467,0.95,0.047049308,0.063635806,Topic 7(Covariate Level: 1)
155,pointestimate,7,label,7,0.041498127,0.002350952,0.95,0.036884202,0.046011731,Topic 7(Covariate Level: 1)
156,pointestimate,7,label,22,0.054645567,0.003918995,0.95,0.046707585,0.062272489,Topic 7(Covariate Level: 1)
157,pointestimate,7,label,24,0.056398559,0.004427124,0.95,0.047287579,0.064925574,Topic 7(Covariate Level: 1)
158,pointestimate,7,label,10,0.044127615,0.002095444,0.95,0.040123276,0.04832342,Topic 7(Covariate Level: 1)
159,pointestimate,7,label,11,0.045004111,0.00208732,0.95,0.041131253,0.049195497,Topic 7(Covariate Level: 1)
160,pointestimate,7,label,12,0.045880607,0.002120206,0.95,0.041859268,0.050103625,Topic 7(Covariate Level: 1)
161,pointestimate,7,label,13,0.046757103,0.002192259,0.95,0.042448261,0.051052528,Topic 7(Covariate Level: 1)
162,pointestimate,7,label,14,0.047633599,0.0022998,0.95,0.043150885,0.052138329,Topic 7(Covariate Level: 1)
163,pointestimate,7,label,15,0.048510095,0.002438138,0.95,0.043735772,0.05335275,Topic 7(Covariate Level: 1)
164,pointestimate,7,label,17,0.050263087,0.002787912,0.95,0.044690391,0.055887208,Topic 7(Covariate Level: 1)
165,pointestimate,7,label,18,0.051139583,0.002990812,0.95,0.045165577,0.057040975,Topic 7(Covariate Level: 1)
166,pointestimate,7,label,19,0.052016079,0.003207774,0.95,0.045586468,0.058314514,Topic 7(Covariate Level: 1)
167,pointestimate,7,label,20,0.052892575,0.003436135,0.95,0.045981782,0.059645815,Topic 7(Covariate Level: 1)
168,pointestimate,7,label,21,0.053769071,0.003673771,0.95,0.046345433,0.060951447,Topic 7(Covariate Level: 1)
169,pointestimate,8,label,1,0.127898797,0.003778341,0.95,0.120462862,0.134955488,Topic 8(Covariate Level: 1)
170,pointestimate,8,label,2,0.12570566,0.003548645,0.95,0.118723356,0.132433097,Topic 8(Covariate Level: 1)
171,pointestimate,8,label,8,0.112546838,0.00250973,0.95,0.107593725,0.117317501,Topic 8(Covariate Level: 1)
172,pointestimate,8,label,16,0.095001742,0.00283724,0.95,0.08935464,0.10034406,Topic 8(Covariate Level: 1)
173,pointestimate,8,label,3,0.123512523,0.00333032,0.95,0.116977145,0.129891595,Topic 8(Covariate Level: 1)
174,pointestimate,8,label,9,0.110353701,0.002425631,0.95,0.105473834,0.114974789,Topic 8(Covariate Level: 1)
175,pointestimate,8,label,4,0.121319386,0.003125749,0.95,0.115265328,0.127357021,Topic 8(Covariate Level: 1)
176,pointestimate,8,label,5,0.119126249,0.002937809,0.95,0.113385772,0.124846115,Topic 8(Covariate Level: 1)
177,pointestimate,8,label,6,0.116933112,0.002769885,0.95,0.111402449,0.122365354,Topic 8(Covariate Level: 1)
178,pointestimate,8,label,23,0.079649782,0.004369396,0.95,0.071122812,0.087938846,Topic 8(Covariate Level: 1)
179,pointestimate,8,label,7,0.114739975,0.002625822,0.95,0.109498634,0.119795453,Topic 8(Covariate Level: 1)
180,pointestimate,8,label,22,0.081842919,0.004119568,0.95,0.073782103,0.089606053,Topic 8(Covariate Level: 1)
181,pointestimate,8,label,24,0.077456645,0.004625314,0.95,0.068491562,0.086253916,Topic 8(Covariate Level: 1)
182,pointestimate,8,label,10,0.108160564,0.002376921,0.95,0.103426621,0.112695645,Topic 8(Covariate Level: 1)
183,pointestimate,8,label,11,0.105967427,0.002365789,0.95,0.101274376,0.110588149,Topic 8(Covariate Level: 1)
184,pointestimate,8,label,12,0.10377429,0.002392757,0.95,0.09901875,0.108449443,Topic 8(Covariate Level: 1)
185,pointestimate,8,label,13,0.101581153,0.002456573,0.95,0.096816716,0.106379717,Topic 8(Covariate Level: 1)
186,pointestimate,8,label,14,0.099388016,0.002554476,0.95,0.094417899,0.104307636,Topic 8(Covariate Level: 1)
187,pointestimate,8,label,15,0.097194879,0.002682736,0.95,0.091894299,0.10230074,Topic 8(Covariate Level: 1)
188,pointestimate,8,label,17,0.092808604,0.003013955,0.95,0.086777992,0.098499766,Topic 8(Covariate Level: 1)
189,pointestimate,8,label,18,0.090615467,0.003209212,0.95,0.0842671,0.096694435,Topic 8(Covariate Level: 1)
190,pointestimate,8,label,19,0.08842233,0.003419839,0.95,0.081661955,0.094829366,Topic 8(Covariate Level: 1)
191,pointestimate,8,label,20,0.086229193,0.003643169,0.95,0.079063401,0.093094753,Topic 8(Covariate Level: 1)
192,pointestimate,8,label,21,0.084036056,0.003877009,0.95,0.076361706,0.091295323,Topic 8(Covariate Level: 1)
193,pointestimate,9,label,1,0.183350044,0.006286186,0.95,0.17098987,0.195560325,Topic 9(Covariate Level: 1)
194,pointestimate,9,label,2,0.174487998,0.005907147,0.95,0.162933062,0.185916072,Topic 9(Covariate Level: 1)
195,pointestimate,9,label,8,0.121315722,0.004048494,0.95,0.113185121,0.129655078,Topic 9(Covariate Level: 1)
196,pointestimate,9,label,16,0.050419353,0.00404005,0.95,0.042549656,0.05828024,Topic 9(Covariate Level: 1)
197,pointestimate,9,label,3,0.165625952,0.00554184,0.95,0.154630361,0.176540192,Topic 9(Covariate Level: 1)
198,pointestimate,9,label,9,0.112453676,0.003852795,0.95,0.104634334,0.120256242,Topic 9(Covariate Level: 1)
199,pointestimate,9,label,4,0.156763906,0.005193163,0.95,0.146467349,0.166953206,Topic 9(Covariate Level: 1)
200,pointestimate,9,label,5,0.14790186,0.004864695,0.95,0.138332703,0.157510176,Topic 9(Covariate Level: 1)
201,pointestimate,9,label,6,0.139039814,0.004560802,0.95,0.130079947,0.14808844,Topic 9(Covariate Level: 1)
202,pointestimate,9,label,23,-0.011614969,0.00627123,0.95,-0.023978085,0.000527252,Topic 9(Covariate Level: 1)
203,pointestimate,9,label,7,0.130177768,0.004286716,0.95,0.121733525,0.1388675,Topic 9(Covariate Level: 1)
204,pointestimate,9,label,22,-0.002752923,0.005892677,0.95,-0.014402756,0.008723946,Topic 9(Covariate Level: 1)
205,pointestimate,9,label,24,-0.020477015,0.006661258,0.95,-0.033631965,-0.007655058,Topic 9(Covariate Level: 1)
206,pointestimate,9,label,10,0.10359163,0.00370636,0.95,0.096124225,0.111010557,Topic 9(Covariate Level: 1)
207,pointestimate,9,label,11,0.094729584,0.003615182,0.95,0.087512401,0.101865965,Topic 9(Covariate Level: 1)
208,pointestimate,9,label,12,0.085867538,0.003583479,0.95,0.078758082,0.092923685,Topic 9(Covariate Level: 1)
209,pointestimate,9,label,13,0.077005492,0.00361282,0.95,0.069962667,0.084158357,Topic 9(Covariate Level: 1)
210,pointestimate,9,label,14,0.068143446,0.003701751,0.95,0.060951582,0.0753908,Topic 9(Covariate Level: 1)
211,pointestimate,9,label,15,0.059281399,0.003846142,0.95,0.051827371,0.066749714,Topic 9(Covariate Level: 1)
212,pointestimate,9,label,17,0.041557307,0.004276747,0.95,0.033200736,0.04976466,Topic 9(Covariate Level: 1)
213,pointestimate,9,label,18,0.032695261,0.004549557,0.95,0.023812084,0.041386094,Topic 9(Covariate Level: 1)
214,pointestimate,9,label,19,0.023833215,0.004852395,0.95,0.014408588,0.03319702,Topic 9(Covariate Level: 1)
215,pointestimate,9,label,20,0.014971169,0.005179995,0.95,0.004790101,0.024919761,Topic 9(Covariate Level: 1)
216,pointestimate,9,label,21,0.006109123,0.005527958,0.95,-0.004792247,0.016861858,Topic 9(Covariate Level: 1)
217,pointestimate,10,label,1,0.092107946,0.003727939,0.95,0.084883394,0.099472231,Topic 10(Covariate Level: 1)
218,pointestimate,10,label,2,0.08931054,0.003498996,0.95,0.082425821,0.096303908,Topic 10(Covariate Level: 1)
219,pointestimate,10,label,8,0.072526102,0.00244954,0.95,0.067751338,0.077517001,Topic 10(Covariate Level: 1)
220,pointestimate,10,label,16,0.050146852,0.00273903,0.95,0.044942191,0.055658332,Topic 10(Covariate Level: 1)
221,pointestimate,10,label,3,0.086513133,0.003280834,0.95,0.080099414,0.093104068,Topic 10(Covariate Level: 1)
222,pointestimate,10,label,9,0.069728696,0.00236091,0.95,0.065118077,0.074639366,Topic 10(Covariate Level: 1)
223,pointestimate,10,label,4,0.083715727,0.003075749,0.95,0.077702539,0.089870313,Topic 10(Covariate Level: 1)
224,pointestimate,10,label,5,0.080918321,0.002886528,0.95,0.075206225,0.086798785,Topic 10(Covariate Level: 1)
225,pointestimate,10,label,6,0.078120915,0.002716491,0.95,0.072764478,0.083671072,Topic 10(Covariate Level: 1)
226,pointestimate,10,label,23,0.030565008,0.004245954,0.95,0.022390149,0.038852841,Topic 10(Covariate Level: 1)
227,pointestimate,10,label,7,0.075323508,0.002569446,0.95,0.070229346,0.080524879,Topic 10(Covariate Level: 1)
228,pointestimate,10,label,22,0.033362414,0.003999758,0.95,0.025722367,0.041220831,Topic 10(Covariate Level: 1)
229,pointestimate,10,label,24,0.027767602,0.004498184,0.95,0.019071282,0.036533597,Topic 10(Covariate Level: 1)
230,pointestimate,10,label,10,0.066931289,0.002307164,0.95,0.062422622,0.071760739,Topic 10(Covariate Level: 1)
231,pointestimate,10,label,11,0.064133883,0.002290758,0.95,0.059737331,0.068870519,Topic 10(Covariate Level: 1)
232,pointestimate,10,label,12,0.061336477,0.002312487,0.95,0.056938403,0.06611264,Topic 10(Covariate Level: 1)
233,pointestimate,10,label,13,0.058539071,0.002371304,0.95,0.054044394,0.063462758,Topic 10(Covariate Level: 1)
234,pointestimate,10,label,14,0.055741664,0.002464554,0.95,0.051216952,0.060767828,Topic 10(Covariate Level: 1)
235,pointestimate,10,label,15,0.052944258,0.002588518,0.95,0.04811902,0.058136958,Topic 10(Covariate Level: 1)
