,crawled_at,category,begin,num_agree,petition_idx,status,title,content,label,whattopic
11,2021-12-19 15:43,보건복지,2020-01-08,1670,584358,청원종료,제 소중한 친구가 타미플루의 환각증세에 의해 추락해 죽었습니다.다시는 이런일이 생기지 않도록 타미플루에 대한 규제를 강화해 주세요.,얼마 건강 살 친구 독감 연락 일 정도 후 추락사 사망 소식 타미 플 루 복용 부작용 환각 증세 추락사 것 사고 이번 번 전 사례 것 법 친구 목숨 환각증 세로 추락 시 자살 처리 보험금 말 소립니다 약 환각 증세 것 때문 타미 플 루 규제 강화 타미 플 루 복용 시 병원 입원 법규 타미 플 대신 약 환각증 세로 사망 시 자살 처리 보험금 상황 생각 대통령 소식 타미 플 루 규제 강화 제 친구 사례 친구 장례식 당황 외국 것 법률 저희 것 법,1,10
12,2021-12-19 15:43,보건복지,2020-01-09,473,584376,청원종료,주야간보호센터(노인장기요양)사업자는 과도한 수가삭감에 웁니다.,올해 주야간 보호 시설 송영 삭감 월 토요일 가산 삭제 실질 수 삭감 공지 공청회 작년 월 중순 일방 통 보식 삭감 일자리 안정 자금 제외 것 언급 어르신 요양 병원 요양원 입소 지연 효과 주야간 보호 사회 안전망 기능 수 삭감 부정 효과 우려 입소 시설 달 일 청구 수 주야간 보호 그날 그날 어르신 컨디션 집안 대소사 인지 심경 변화 단순 변심 몸 불편 등등 날씨 외 요인 어르신 일 일 이상 이용 경우 종사자 정원 유지 출석 날짜 청구 수 경영 예 주야간 보호 보육 어린이집 달 일 출석 달 수가 인정 수년전 조 리원 사무원 인력 가산 폐지 작년 등급 신설 전체 등급 하향 평준 달 이용 치매 어르신 욕구 일 제한 비용 연례행사 해년 수 삭감 당국 조치 이해 수 악조건 치매 어르신 일 천직 집 맞벌이 등 어르신 사회 효로 승화 자부심 이번 송영 비 토요 산 삭감 벼랑 끝 느낌 인건비 임대료 식자재 비용 상승 차량 유지비 등 비용 어르신 수가 삭감 건 서비스 질 저하 우려 인건비 강제 조항 수 상승 근로자 임금 상승 대통령 공약 사항 소득 주도 성장 부합 수 삭감 타인 부모 종사자 사기 진작 문제 지자체 무분별 주야간 보호 센터 인허가 재고 신규진 입 문턱 기존 사업자 안정 노하우 계승 수 수 삭감 재고,1,2
13,2021-12-19 15:43,보건복지,2020-01-09,304,584379,청원종료,5살 아기가 유전성 부정맥 애플워치 고심박 저심박알림 받게해주세요,한달전 살 며느리 돌연사 부검 소견 유전 부정맥 양가 병 며느리 여동생 출산 후 부정맥 심정지 우리 아기 고대 안암 병원 유전 부정맥 판정 한숨 불안 평소 건강 심정지 희 귀병 검색 애플 워치 고심 박 저심 기능 구입 우리 나라 사용 수 생명 수 법 국민 생명 법 악법 신속 저희 아이 수 심장 건강 심정지 건강 수 심정지 불안,1,4
14,2021-12-19 15:43,보건복지,2020-01-09,583,584381,청원종료,국가는 국민이 납입한 국민연금을 돌려주세요,저 년 번 지금 국민 연금 납입 년 연장 납입 다음 달 연금 수령 청구 공단 제 임대 사업 저 수입 지금 납입 국민 연금 수령 액 월 만 원 삭감 저 이해 국민 연금 제 제 돈 평생 납입 개인 돈 국가 개인 돈 수입 삭감 수 건지요 제 수입 것 제 남 노력 저 수입 저 수입 국민 연금 결부 삭감 건지 답변 노력 수입 자 범제 도독 놈 취급 노력 수입 자 격려 범제 수입 수입 종합 소득세 세금 데 내 납입 국민 연금 수입 내 납부 국민 연금 삭감 내 납입 돈,1,14
15,2021-12-19 15:44,보건복지,2020-01-13,467,584400,청원종료,남자들의 전립선암 항암치료 의료보험건,남자 전립선암 항암 치료 로봇 수술 의료 보험 적용 한국 남자 전립선암 환자 발생 위 발병 숫자 조만 간 위암 앞 위 여자 자궁암 유방암 항암 치료 수술비 등 비용 의료 보험 남자 전립선암 항암 치료 로봇 수술 번 주사 비 만 원 약 것 만 원 번 게 개월 년 치료 남자 전립선암 의료 보험 적용 필요 남자 의료 보험 적용,1,6
16,2021-12-19 15:44,보건복지,2020-01-13,230,584401,청원종료,인천의 *** 병원을 고발합니다.,저 년 월 일 인천 관절 전문 병원 줄기세포 카티스 템 수술 수술 전 저 퇴행 관절염 진단 병원 개 관절 병원 전전 인천 병원 줄기세포 카티스 템 수술 무릎 자신 감언이설 보험 개인 비용 포함 천 백 만 원 비용 수술 치료 기간 재활 기간 재활 병원 말 무릎 삶 질 힌 기대감 서민 비용 감수 그간 운동 각종 취미 활동 대부분 중단 치료 재활 후 것 산책 것 전부 수술 지 년 최근 무릎 수술 이전 상태 통증 불편 시작 개 관절 전문 병원 대학 병원 정형외과 진단 결과 무릎 관절 상태 말기 기 진단 결국 인공 관절 답 인천 병원 기 진단 자료 것 인천 병원 개 병원 진단 것 인정 의자 청원 지금 무릎 통증 시림 기분 우울 요즈음 때 통증 의자 잠 때 표현 곤란 무릎 통증 취미 운동 음악 미술 등 활동 비용 시간 인내 수술 무릎 상태 말기 판정 인천 병원 지금 상태 환자 책임 말 앞 치료 비용 정신 부분 부담 말 손 보험 제 부담 수술비 천 백 만 원 병원 건강 보험 공단 청구 보험료 수술 비용 실제 천 만 원 이상 다음 고발 첫째 과잉 진료 실제 퇴행 관절염 말기 환자 줄기세포 카티스 템 수술 효과 수술 둘째 실 손 보험 회사 건강보험공단 보험 재정 악화 말기 환자 줄기세포 카티스 템 수술 효과 인천 병원 수술 감행 수술 비용 셋째 사기 의료 행위 효과 무릎 것 환자 수술 감행 개인 보험 제외 천 만 원 이상 비용 병원 인천 병원 관절 전문 병원 과잉 진료 보험 재정 악화 것 국가 방치 비용 일부 부담 서민 인술 돈 눈 병원 국가 제재 필요 게시물 일부 내용 국민 청원 요건 위배 관리자 수정,1,6
17,2021-12-19 15:44,보건복지,2020-01-13,179,584406,청원종료,건설일용직 근로자의 은행권 융자 처우개선 요청합니다,저 인 가족 년 남 녀 건설 인테리어 분야 일용직 근로자 일 대 후반 가장 년 번 지금 포기 상태 애 때 방 칸 자리 무허가 주택 애 한참 사춘기 부모 애 방하 나라 독립 게 부모 마음 막내 딸 아이 중학교 학년 살 터울 위 아들 둘 문제 제 은행 년 전 아파트 방세 자리 빌라 구입 은행 융자 저 집 구입 적 생애 주택 구입 자금 융자 직장 의료 보험 융자 답변 뿐 현실 일용직 근로자 직장 말 일용직 때문 십 년 회사 일용직 일 직장 의료 보험 혜택 수 지역 의료 보험 가입자 일 수 밖 일용직 일 달 갑근세 소득세 제 일 것 세금 일용직 근로자 사회 초년생 대 보험 가입 장 취직 개월 근속 수 은행 융자 저 년 일용직 일 세금 납부 일용직 근로자 혜택 수 겁니까 신혼 부부 청소년 노인 이분 주택 융자 일용직 근로자 직장 의료 보험 이유 융자 거절 현실 이 저 일용직 통장 달 입금 수입 확인 근로자 대 보험 저 일 아이 일용직 근로자 맘 주택 융자 수 방법 일용직 근로자 말 일용직 근로자 수입 세금 은행 대 보험 고집 거 근로 소득 원천 징수 영수증 사람 소득 추정 판단 수 거 저 아이 조금 집 가장 은행 융자 이제 한글 건설 일용직 근로자 은행 융자 수 방법 제시 진심 저희 건설 일용직 근로자 수 은행 융자 제도 저희 보금자리 수 기대,1,11
18,2021-12-19 15:44,보건복지,2020-01-13,208,584409,청원종료,병원 처방전 발급,저 시골 남 창선 요양 보호사 근무 어르신 자녀 제 약 이번 처방전 병원 방문 접수 원무 직원 말씀 올해 법 직계 가족 처방전 수 가족 증명서 주민 등록증 지참 방문 시골 분 태반 그분 말 순간 화 제 위임장 대답 한마디 자녀 수 어르신 불편 분 것 무엇 지요 어르신 상대 직업인 해 법 바 법 누굴 법 국민 혈세 일 분 하나 둘 정도 자녀 역지사지 말 법 누구 도움 법 월 시행 예정 약 복용,1,2
19,2021-12-19 15:45,보건복지,2020-01-14,247,584447,청원종료,왕진의 건강보험 혜택 문제,안녕 저 경북 김천 의원 운영 한의사 민원 사항 제 경험 일 토대 민원 신청 겁니다 년 월 지인 어머님 뇌경색 후 병원 치료 요양 병원 어머님 거부 집 고민 중 말 발병 지 얼마 한방 치료 건 부탁 전남 곡성 토요일 왕진 적 진료 후 탕약 복용 처방 택배 일 후 지인 일 어머니 안부 와병 생활 호전 부축 것 언어 장애 의사 소통 가능 지 분 가족 회의 김천 어머니 저 어머니 치료 게 의사 진행 문제 환자 분 보행 불가 제 한의원 엘리베이터 층 의원 내원 거 왕진 부탁 지인 거절 주일 회 화 금 일요일 집 왕진 환자 분 김천 월 초 현재 회 치료 중 지금 치료비 책정 무료 진료 환자 보호자 거기 미안 환자 분 완전 부축 보행 가능 말씀 환자 상태 보호자 치료 의존 거 저 청 거절 수 민원 내용 왕진 건강 의료 보험 포함 왕진 제반 비용 건강 의료 보험 적용 차제 환자 진료 침구 치료 등 시술 행위 원내 진료 행위 건강 의료 보험 적용 이전 여기 왕진 문제점 생각 이번 경험 제도 보완 필요 생각 민원 이 관심 자료 다행 왕진 논의 정도 결과 도출 걸로 논의 중 왕진 제도 이상 한의사 제외 한의사 검진 장비 치료 방법 왕진 가방 안 정도 왕진 제도 양방 의사 배제 진행 것 이상 정도 왕진 누가 이용 환자 응급실 것 위급 상태 환자 보행 불편 이동 왕진 겁니다 양방 의사 왕진 거기 수술 진단 기계 수 대강 상태 처방 제한 주사 치료 것 반 한의사 법 의료 검사 장비 차리 의료 검사 장비 치료 방법 침 치료 뜸 치료 부항 치료 추 치료 등 치료 수 뭐 형평 이성 이상 민원 내용 검토 환자 입장 제도 개선 방향 형평 고려,1,2
20,2021-12-19 15:45,보건복지,2020-01-14,30638,584450,청원종료,이국종외상치료전문병원 설립을 청원합니다.,이국종 외상 치료 전문 병원 설립 청원 건 병원 남부 권역 외상 센터 장 근무 생명 이국종 교수 유 의료 원장 욕 장면 우리 나라 병원 체계 실체 한마디 돈 의료 행위 병원 필요 얘기 충격 이국종 교수 잘못 걸까요 생명 의사 소임 일 무엇 청원 이국종 외상 치료 전문 병원 을 신설 이국종 교수 원장 국가 예산 지원 이국종 교수 자격 분 생각 경기도 지사 이재명 도지사 정부 관계자 문제 대통령 청원 이국종 교수 그 그 의료 행위 이국종 외상 치료 전문 병원 설립 이국종 교수 한국 생명 이국종 교수 청원 가칭 이국종 외상 치료 전문 병원 설립 추진 위원회 일동,1,12
21,2021-12-19 15:45,보건복지,2020-01-14,4215,584451,청원종료,유**/아주대의료원장을 파면 시켜 주세요?,이국종 권역 외상 센터 장 관련 보도 마음 생명 노력 이국종 교수 욕설 등 갑 의료 원 유 원장 이국종 교수 마음 것 활동 수 국민 목숨 이국종 교수 게시물 일부 내용 국민 청원 요건 위배 관리자 수정,1,12
