"","method","topic","covariate","covariate.value","estimate","std.error","ci.level","ci.lower","ci.upper","label","moderator","moderator.value"
"41","pointestimate",2,"date_label",202104,0.0607773709075464,0.00464441894721128,0.95,0.0523695354375865,0.0704012585688458,"Topic 2(Covariate Level: 202003)","category","교통/건축/국토"
"42","pointestimate",2,"date_label",202109,0.0613250607146968,0.00490454096432735,0.95,0.0523865451314698,0.0714659383463861,"Topic 2(Covariate Level: 202003)","category","교통/건축/국토"
"43","pointestimate",2,"date_label",202007,0.0501521886488293,0.00360752718973047,0.95,0.0432701238808928,0.057461945846036,"Topic 2(Covariate Level: 202003)","category","교통/건축/국토"
"44","pointestimate",2,"date_label",202112,0.0616536745989869,0.00506369358826165,0.95,0.0524318758957313,0.072148163889706,"Topic 2(Covariate Level: 202003)","category","교통/건축/국토"
"45","pointestimate",2,"date_label",202110,0.0614345986761269,0.00495735155881662,0.95,0.0523814591074737,0.0716957688258422,"Topic 2(Covariate Level: 202003)","category","교통/건축/국토"
"46","pointestimate",2,"date_label",202102,0.0605582949846863,0.00454237245885807,0.95,0.0523193481503777,0.06996915580862,"Topic 2(Covariate Level: 202003)","category","교통/건축/국토"
"47","pointestimate",2,"date_label",202006,0.0500426506873992,0.00364946420124493,0.95,0.0430468053966719,0.0574320746455085,"Topic 2(Covariate Level: 202003)","category","교통/건축/국토"
"48","pointestimate",2,"date_label",202005,0.0499331127259691,0.00369200983780285,0.95,0.0428873688055541,0.0573770989271584,"Topic 2(Covariate Level: 202003)","category","교통/건축/국토"
"49","pointestimate",3,"date_label",202003,0.0273473308626604,0.00364934445243,0.95,0.0202170975819521,0.0343750530429332,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"50","pointestimate",3,"date_label",202002,0.0272898542118934,0.00368667943831684,0.95,0.0201020245038711,0.0343874541154143,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"51","pointestimate",3,"date_label",202004,0.0274048075134274,0.00361242508186451,0.95,0.0203432016061802,0.0343734478719291,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"52","pointestimate",3,"date_label",202001,0.0272323775611264,0.00372441754068527,0.95,0.0199935049869634,0.0344002008795258,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"53","pointestimate",3,"date_label",202103,0.0330949959393579,0.00389488634454007,0.95,0.0252167599988009,0.0407625984377143,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"54","pointestimate",3,"date_label",202009,0.0276921907672622,0.00343452631239505,0.95,0.0209710553164525,0.0343322618247855,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"55","pointestimate",3,"date_label",202008,0.0276347141164952,0.00346916690442899,0.95,0.0208316111159276,0.0343387969649124,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"56","pointestimate",3,"date_label",202108,0.0333823791931928,0.00409667398382499,0.95,0.0252149055084761,0.0413544533148067,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"57","pointestimate",3,"date_label",202105,0.0332099492408918,0.00397464560809422,0.95,0.0252411151212966,0.0409928070743874,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"58","pointestimate",3,"date_label",202010,0.0277496674180292,0.00340038429568058,0.95,0.0210976642545724,0.0343208643762773,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"59","pointestimate",3,"date_label",202012,0.0278646207195631,0.0033336570396417,0.95,0.021350137436151,0.0343199913994072,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"60","pointestimate",3,"date_label",202106,0.0332674258916589,0.00401501274325697,0.95,0.0252149346688916,0.0411177855473069,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"61","pointestimate",3,"date_label",202101,0.0329800426378239,0.00381649487304022,0.95,0.0252528009911617,0.0405389223717125,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"62","pointestimate",3,"date_label",202011,0.0278071440687962,0.00336675602236295,0.95,0.0212039746894984,0.0343235294696032,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"63","pointestimate",3,"date_label",202111,0.0335548091454937,0.00422134827298306,0.95,0.0251653047241391,0.0417806250618781,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"64","pointestimate",3,"date_label",202107,0.0333249025424258,0.00405569196748439,0.95,0.0252016692267132,0.0412253731805653,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"65","pointestimate",3,"date_label",202104,0.0331524725901249,0.00393460016766616,0.95,0.025232045601229,0.0408761120701397,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"66","pointestimate",3,"date_label",202109,0.0334398558439598,0.00413794979578159,0.95,0.0251985963707273,0.041482159724126,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"67","pointestimate",3,"date_label",202007,0.0275772374657283,0.00350429128627552,0.95,0.0207217969156671,0.0343307563943952,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"68","pointestimate",3,"date_label",202112,0.0336122857962607,0.00426345437275516,0.95,0.0251329638309123,0.0419607630326094,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"69","pointestimate",3,"date_label",202110,0.0334973324947268,0.00417951069900514,0.95,0.0251836708601694,0.041617699438987,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"70","pointestimate",3,"date_label",202102,0.0330375192885909,0.00385551438622644,0.95,0.0252170011465911,0.0406505272840256,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"71","pointestimate",3,"date_label",202006,0.0275197608149613,0.00353988505680301,0.95,0.0206137557489249,0.0343431216323706,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"72","pointestimate",3,"date_label",202005,0.0274622841641944,0.00357593419957861,0.95,0.0205048458453629,0.0343698039666205,"Topic 3(Covariate Level: 202003)","category","교통/건축/국토"
"73","pointestimate",4,"date_label",202003,0.0934877539582636,0.00478030250240973,0.95,0.0845306552108883,0.102299650441728,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"74","pointestimate",4,"date_label",202002,0.0934024127814205,0.00482686364466474,0.95,0.0843548921693027,0.102315060933581,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"75","pointestimate",4,"date_label",202004,0.0935730951351068,0.00473437184592131,0.95,0.0846717956940469,0.102325275712811,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"76","pointestimate",4,"date_label",202001,0.0933170716045773,0.00487403720383613,0.95,0.0841982214308287,0.102365220568657,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"77","pointestimate",4,"date_label",202103,0.102021871642579,0.00549194422103047,0.95,0.0917947959307208,0.112225917066161,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"78","pointestimate",4,"date_label",202009,0.0939998010193226,0.0045148401342946,0.95,0.085478901726175,0.102321148127711,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"79","pointestimate",4,"date_label",202008,0.0939144598424794,0.00455733142579964,0.95,0.0853321469804304,0.102290534996914,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"80","pointestimate",4,"date_label",202108,0.102448577526795,0.00576473107021098,0.95,0.091646607908139,0.113072729749859,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"81","pointestimate",4,"date_label",202105,0.102192553996266,0.0055998932444503,0.95,0.0917886938671154,0.112567735756655,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"82","pointestimate",4,"date_label",202010,0.0940851421961657,0.00447309719796518,0.95,0.0856062543430974,0.102307711966259,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"83","pointestimate",4,"date_label",202012,0.0942558245498521,0.00439194136146037,0.95,0.0859133429306366,0.102305822690264,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"84","pointestimate",4,"date_label",202106,0.102277895173109,0.00565446186177152,0.95,0.0917627534915141,0.112761785267518,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"85","pointestimate",4,"date_label",202101,0.101851189288893,0.00538565872171467,0.95,0.0917595749159828,0.111885451742463,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"86","pointestimate",4,"date_label",202011,0.0941704833730089,0.00443212376149401,0.95,0.085745619310975,0.10232568038215,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"87","pointestimate",4,"date_label",202111,0.102704601057325,0.00593280648508115,0.95,0.0916339470557428,0.113571763957083,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"88","pointestimate",4,"date_label",202107,0.102363236349952,0.00570941143497009,0.95,0.0917205664010753,0.112922847481249,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"89","pointestimate",4,"date_label",202104,0.102107212819423,0.00554571682858044,0.95,0.0917746803383866,0.112395675195806,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"90","pointestimate",4,"date_label",202109,0.102533918703638,0.0058204102158263,0.95,0.0916453478108927,0.113244360089962,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"91","pointestimate",4,"date_label",202007,0.0938291186656362,0.00460055033680478,0.95,0.0851709734791108,0.102345368880863,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"92","pointestimate",4,"date_label",202112,0.102789942234168,0.00598950413053616,0.95,0.0915933668803342,0.113737493278695,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"93","pointestimate",4,"date_label",202110,0.102619259880481,0.00587643865276261,0.95,0.0916381433845852,0.113413603018235,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"94","pointestimate",4,"date_label",202102,0.101936530465736,0.00543858739946052,0.95,0.0917984561814874,0.112054620608885,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"95","pointestimate",4,"date_label",202006,0.0937437774887931,0.00464447655488935,0.95,0.0850033727686806,0.102367686841786,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"96","pointestimate",4,"date_label",202005,0.09365843631195,0.00468909020247099,0.95,0.0848313965069461,0.102330445634336,"Topic 4(Covariate Level: 202003)","category","교통/건축/국토"
"97","pointestimate",5,"date_label",202003,0.0475717952361697,0.00385257786270443,0.95,0.0402750139154226,0.0553992394086727,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"98","pointestimate",5,"date_label",202002,0.04761974532304,0.00388884374022158,0.95,0.0402340146268022,0.055510000142643,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"99","pointestimate",5,"date_label",202004,0.0475238451492993,0.00381677080775712,0.95,0.0402959506926662,0.0552935614004038,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"100","pointestimate",5,"date_label",202001,0.0476676954099105,0.00392555572396219,0.95,0.0401951463749708,0.0556255106368621,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"101","pointestimate",5,"date_label",202103,0.0427767865491299,0.004211571724372,0.95,0.0346465459617049,0.0509376578678674,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"102","pointestimate",5,"date_label",202009,0.0472840947149473,0.00364508509212452,0.95,0.0404440319623171,0.0547203354283388,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"103","pointestimate",5,"date_label",202008,0.0473320448018177,0.00367839623015696,0.95,0.0404209619458741,0.0548032481849272,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"104","pointestimate",5,"date_label",202108,0.0425370361147779,0.00441496412579593,0.95,0.0340029731832153,0.0511754317411524,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"105","pointestimate",5,"date_label",202105,0.0426808863753891,0.00429194211882167,0.95,0.0344046868936445,0.0510587978650544,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"106","pointestimate",5,"date_label",202010,0.0472361446280768,0.00361231566865806,0.95,0.040469697041138,0.0546129200057433,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"107","pointestimate",5,"date_label",202012,0.0471402444543361,0.00354846174950064,0.95,0.0404942013388679,0.0544162325251942,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"108","pointestimate",5,"date_label",202106,0.0426329362885187,0.00433262986185321,0.95,0.0342743705713053,0.0511003072710308,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"109","pointestimate",5,"date_label",202101,0.0428726867228707,0.0041326064730847,0.95,0.0349390266060765,0.0508388698150322,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"110","pointestimate",5,"date_label",202011,0.0471881945412065,0.00358010283506579,0.95,0.0404790279005362,0.054506213460906,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"111","pointestimate",5,"date_label",202111,0.0423931858541667,0.0045407315752528,0.95,0.0336011363629147,0.0512195090797364,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"112","pointestimate",5,"date_label",202107,0.0425849862016483,0.00437364019401901,0.95,0.0341405060066159,0.0511358638433837,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"113","pointestimate",5,"date_label",202104,0.0427288364622595,0.00425158622648279,0.95,0.034519429755999,0.0510047121325985,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"114","pointestimate",5,"date_label",202109,0.0424890860279076,0.0044565929335984,0.95,0.0338885614391769,0.0511843096009274,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"115","pointestimate",5,"date_label",202007,0.047379994888688,0.00371223449981917,0.95,0.0403991072924116,0.0549242234651707,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"116","pointestimate",5,"date_label",202112,0.0423452357672963,0.00458322523529669,0.95,0.0334460954176015,0.0512499202107574,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"117","pointestimate",5,"date_label",202110,0.042441135941037,0.00449851815356392,0.95,0.0337607850340348,0.0511869221343947,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"118","pointestimate",5,"date_label",202102,0.0428247366360003,0.00417190843574622,0.95,0.0348021749685005,0.0508811459028439,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"119","pointestimate",5,"date_label",202006,0.0474279449755584,0.00374658561835598,0.95,0.0403985683013977,0.0550627296287638,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"120","pointestimate",5,"date_label",202005,0.0474758950624289,0.00378143560940877,0.95,0.0403467598242794,0.0551657190224667,"Topic 5(Covariate Level: 202003)","category","교통/건축/국토"
"121","pointestimate",6,"date_label",202003,0.0248085314299676,0.00333540458063764,0.95,0.0184838470429838,0.0312840586895965,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"122","pointestimate",6,"date_label",202002,0.0246865475954635,0.00337115798090798,0.95,0.0182633414630486,0.0312152930065853,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"123","pointestimate",6,"date_label",202004,0.0249305152644718,0.00330007914598951,0.95,0.0186814998281875,0.0313548153826801,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"124","pointestimate",6,"date_label",202001,0.0245645637609591,0.00340732587477296,0.95,0.018071833487878,0.0311759491415232,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"125","pointestimate",6,"date_label",202103,0.0370069148803869,0.00378432033232282,0.95,0.0297068943848525,0.0445566065512617,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"126","pointestimate",6,"date_label",202009,0.0255404344369928,0.00313037244915426,0.95,0.019733032024855,0.0316619846469735,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"127","pointestimate",6,"date_label",202008,0.0254184506024886,0.00316334121972075,0.95,0.0195192541030265,0.0316321779349143,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"128","pointestimate",6,"date_label",202108,0.0376168340529079,0.00398665509065092,0.95,0.0300063700469195,0.0455804697350878,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"129","pointestimate",6,"date_label",202105,0.0372508825493953,0.00386443689875184,0.95,0.0298376346922698,0.0449627817023179,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"130","pointestimate",6,"date_label",202010,0.025662418271497,0.00309792135752641,0.95,0.0199161376338773,0.0317028788703665,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"131","pointestimate",6,"date_label",202012,0.0259063859405053,0.00303463837685488,0.95,0.0202707147040637,0.0318002967785479,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"132","pointestimate",6,"date_label",202106,0.0373728663838995,0.00390491232056123,0.95,0.0298781639562022,0.0451693365471467,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"133","pointestimate",6,"date_label",202101,0.0367629472113785,0.00370537615994067,0.95,0.0296616491090394,0.0441364220535826,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"134","pointestimate",6,"date_label",202011,0.0257844021060012,0.00306600438247747,0.95,0.0200722694138724,0.0317472942224917,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"135","pointestimate",6,"date_label",202111,0.0379827855564205,0.00411113058656641,0.95,0.0301054574251223,0.046168666477669,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"136","pointestimate",6,"date_label",202107,0.0374948502184038,0.00394565444344325,0.95,0.0299435122626068,0.0453737923588436,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"137","pointestimate",6,"date_label",202104,0.0371288987148911,0.00382423664625445,0.95,0.0297885039310264,0.0447555714459023,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"138","pointestimate",6,"date_label",202109,0.0377388178874121,0.00402790636752139,0.95,0.0300564008669235,0.0457979632232099,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"139","pointestimate",6,"date_label",202007,0.0252964667679843,0.00319681165277251,0.95,0.0193026414806001,0.0315619707105187,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"140","pointestimate",6,"date_label",202112,0.0381047693909247,0.00415308906723389,0.95,0.0301171280612967,0.0463844280521705,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"141","pointestimate",6,"date_label",202110,0.0378608017219163,0.0040694006522069,0.95,0.0300974788055999,0.0459927602472352,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"142","pointestimate",6,"date_label",202102,0.0368849310458828,0.00374469703683304,0.95,0.02971048181118,0.0443580914613563,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"143","pointestimate",6,"date_label",202006,0.0251744829334802,0.00323076815682826,0.95,0.0190715077180586,0.0314567696831805,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"144","pointestimate",6,"date_label",202005,0.025052499098976,0.00326519556719145,0.95,0.0188737561326272,0.0313990991322052,"Topic 6(Covariate Level: 202003)","category","교통/건축/국토"
"145","pointestimate",7,"date_label",202003,0.0420250062353681,0.00358633007667589,0.95,0.0349755287267961,0.0488869726222154,"Topic 7(Covariate Level: 202003)","category","교통/건축/국토"
"146","pointestimate",7,"date_label",202002,0.0418814498644459,0.00362233046310563,0.95,0.0347637425796085,0.0488240386771589,"Topic 7(Covariate Level: 202003)","category","교통/건축/국토"
"147","pointestimate",7,"date_label",202004,0.0421685626062905,0.00355087036833255,0.95,0.0351687106026425,0.0489169291112823,"Topic 7(Covariate Level: 202003)","category","교통/건축/국토"
"148","pointestimate",7,"date_label",202001,0.0417378934935234,0.00365885556805972,0.95,0.0345906317940756,0.048741370091946,"Topic 7(Covariate Level: 202003)","category","교통/건축/국토"
"149","pointestimate",7,"date_label",202103,0.0563806433276,0.00440334842850394,0.95,0.0471372835760135,0.0643752038820666,"Topic 7(Covariate Level: 202003)","category","교통/건축/국토"
"150","pointestimate",7,"date_label",202009,0.0428863444609021,0.0033822681628519,0.95,0.0363029812711147,0.0493168549403786,"Topic 7(Covariate Level: 202003)","category","교통/건축/국토"
"151","pointestimate",7,"date_label",202008,0.0427427880899798,0.00341477135062999,0.95,0.0360910697846062,0.0492333536265363,"Topic 7(Covariate Level: 202003)","category","교통/건축/국토"
"152","pointestimate",7,"date_label",202108,0.0570984251822116,0.00462646050384293,0.95,0.0473097099134631,0.0654633043702123,"Topic 7(Covariate Level: 202003)","category","교통/건축/국토"
"153","pointestimate",7,"date_label",202105,0.0566677560694446,0.00449177543855611,0.95,0.0472625374551004,0.0648083799015044,"Topic 7(Covariate Level: 202003)","category","교통/건축/국토"
"154","pointestimate",7,"date_label",202010,0.0430299008318244,0.00335040952611838,0.95,0.0364922515893824,0.0493919512762602,"Topic 7(Covariate Level: 202003)","category","교통/건축/국토"
"155","pointestimate",7,"date_label",202012,0.0433170135736691,0.00328870045518697,0.95,0.0368455706941546,0.0495723113245387,"Topic 7(Covariate Level: 202003)","category","교통/건축/국토"
